year,quarter,region,sector,enterprise_size,number_of_enterprises,number_of_saudi_employees,number_of_saudi_employees (male),number_of_saudi_employees (female),number_of_foreign_employees,number_of_foreign_employees (male),number_of_foreign_employees (female)
2022,4,Al Madinah Region,Manufacture of Chemicals and Chemical Products,large,5,2836,2817,19,661,661,0
2022,4,Al Madinah Region,Manufacture of Chemicals and Chemical Products,micro,36,15,6,9,61,58,3
2022,4,Al Madinah Region,Manufacture of Chemicals and Chemical Products,medium,12,372,335,37,705,704,1
2022,4,Tabuk Region,Manufacture of Chemicals and Chemical Products,small,11,54,36,18,200,198,2
2022,4,Tabuk Region,Manufacture of Chemicals and Chemical Products,large,1,379,222,157,507,506,1
2022,4,Tabuk Region,Manufacture of Chemicals and Chemical Products,micro,17,3,2,1,34,34,0
2022,4,Jazan Region,Manufacture of Chemicals and Chemical Products,small,10,24,9,15,103,103,0
2022,4,Jazan Region,Manufacture of Chemicals and Chemical Products,micro,20,7,4,3,50,48,2
2022,4,Jazan Region,Manufacture of Chemicals and Chemical Products,medium,1,9,9,0,69,69,0
2022,4,Hail Region,Manufacture of Chemicals and Chemical Products,small,10,13,5,8,103,103,0
2022,4,Hail Region,Manufacture of Chemicals and Chemical Products,micro,59,9,5,4,170,170,0
2022,4,Hail Region,Manufacture of Chemicals and Chemical Products,medium,1,13,7,6,42,42,0
2022,4,Aseer Region,Manufacture of Chemicals and Chemical Products,small,26,87,48,39,427,424,3
2022,4,Aseer Region,Manufacture of Chemicals and Chemical Products,large,1,609,496,113,1399,1396,3
2022,4,Aseer Region,Manufacture of Chemicals and Chemical Products,micro,33,12,6,6,74,74,0
2022,4,Aseer Region,Manufacture of Chemicals and Chemical Products,medium,5,135,86,49,340,340,0
2022,4,Makkah Region,Manufacture of Chemicals and Chemical Products,small,207,948,523,425,3228,3198,30
2022,4,Makkah Region,Manufacture of Chemicals and Chemical Products,large,4,732,545,187,1636,1632,4
2022,4,Makkah Region,Manufacture of Chemicals and Chemical Products,micro,243,122,68,54,477,465,12
2022,4,Makkah Region,Manufacture of Chemicals and Chemical Products,medium,77,2097,1295,802,5438,5402,36
2022,4,Najran Region,Manufacture of Chemicals and Chemical Products,small,4,17,13,4,95,95,0
2022,4,Najran Region,Manufacture of Chemicals and Chemical Products,micro,12,1,1,0,29,29,0
2022,4,Najran Region,Manufacture of Chemicals and Chemical Products,medium,3,44,17,27,161,161,0
2022,4,Eastern Province,Manufacture of Textiles,small,80,165,88,77,825,813,12
2022,4,Eastern Province,Manufacture of Textiles,large,1,70,48,22,184,184,0
2022,4,Eastern Province,Manufacture of Textiles,micro,311,59,23,36,666,649,17
2022,4,Eastern Province,Manufacture of Textiles,medium,7,161,138,23,647,646,1
2022,4,Al Bahah Region,Manufacture of Textiles,small,2,4,3,1,24,24,0
2022,4,Al Bahah Region,Manufacture of Textiles,micro,21,6,3,3,54,53,1
2022,4,Al Jawf Region,Manufacture of Textiles,small,5,4,1,3,32,32,0
2022,4,Al Jawf Region,Manufacture of Textiles,micro,64,10,5,5,160,159,1
2022,4,Northern Borders Region,Manufacture of Textiles,small,2,1,1,0,14,14,0
2022,4,Northern Borders Region,Manufacture of Textiles,micro,27,6,5,1,61,61,0
2022,4,Riyadh Region,Manufacture of Textiles,small,114,238,91,147,1184,1180,4
2022,4,Riyadh Region,Manufacture of Textiles,large,7,1519,1037,482,3950,3923,27
2022,4,Riyadh Region,Manufacture of Textiles,micro,499,88,38,50,1159,1150,9
2022,4,Riyadh Region,Manufacture of Textiles,medium,11,301,177,124,909,907,2
2022,4,Qassim Region,Manufacture of Textiles,small,15,26,24,2,117,117,0
2022,4,Qassim Region,Manufacture of Textiles,micro,87,22,10,12,208,208,0
2022,4,Qassim Region,Manufacture of Textiles,medium,1,18,8,10,49,49,0
2022,4,Al Madinah Region,Manufacture of Textiles,small,19,33,25,8,167,167,0
2022,4,Al Madinah Region,Manufacture of Textiles,micro,138,22,10,12,297,288,9
2022,4,Al Madinah Region,Manufacture of Textiles,medium,5,103,63,40,358,357,1
2022,4,Tabuk Region,Manufacture of Textiles,small,6,2,0,2,38,38,0
2022,4,Tabuk Region,Manufacture of Textiles,micro,71,10,5,5,167,165,2
2022,4,Jazan Region,Manufacture of Textiles,small,1,1,1,0,7,7,0
2022,4,Jazan Region,Manufacture of Textiles,micro,32,5,3,2,72,72,0
2022,4,Hail Region,Manufacture of Textiles,small,7,14,8,6,72,72,0
2022,4,Hail Region,Manufacture of Textiles,micro,52,3,0,3,133,131,2
2022,4,Aseer Region,Manufacture of Textiles,small,6,5,3,2,47,47,0
2022,4,Aseer Region,Manufacture of Textiles,micro,70,14,6,8,160,157,3
2022,4,Makkah Region,Manufacture of Textiles,small,53,150,51,99,677,676,1
2022,4,Makkah Region,Manufacture of Textiles,large,2,220,211,9,671,671,0
2022,4,Makkah Region,Manufacture of Textiles,micro,282,56,34,22,629,615,14
2022,4,Makkah Region,Manufacture of Textiles,medium,9,260,176,84,772,771,1
2022,4,Najran Region,Manufacture of Textiles,small,3,1,1,0,27,22,5
2022,4,Najran Region,Manufacture of Textiles,micro,52,9,4,5,121,118,3
2022,4,Eastern Province,Manufacture of Food Products,small,333,1185,567,618,4514,4504,10
2022,4,Eastern Province,Manufacture of Food Products,large,16,1620,900,720,5173,5164,9
2022,4,Eastern Province,Manufacture of Food Products,micro,750,265,127,138,1504,1500,4
2022,4,Eastern Province,Manufacture of Food Products,medium,77,1781,1007,774,5483,5462,21
2022,4,Al Bahah Region,Manufacture of Food Products,small,18,32,17,15,175,174,1
2022,4,Al Bahah Region,Manufacture of Food Products,micro,99,21,10,11,196,196,0
2022,4,Al Bahah Region,Manufacture of Food Products,medium,1,10,4,6,46,46,0
2022,4,Al Jawf Region,Manufacture of Food Products,small,37,67,40,27,343,343,0
2022,4,Al Jawf Region,Manufacture of Food Products,micro,177,34,25,9,379,378,1
2022,4,Al Jawf Region,Manufacture of Food Products,medium,2,59,52,7,113,113,0
2022,4,Northern Borders Region,Manufacture of Food Products,small,17,25,12,13,187,187,0
2022,4,Northern Borders Region,Manufacture of Food Products,micro,108,14,11,3,237,237,0
2022,4,Northern Borders Region,Manufacture of Food Products,medium,1,8,7,1,59,59,0
2022,4,Riyadh Region,Manufacture of Food Products,small,590,1904,785,1119,8284,8214,70
2022,4,Riyadh Region,Manufacture of Food Products,large,49,7602,5398,2204,24919,24848,71
2022,4,Riyadh Region,Manufacture of Food Products,micro,1872,481,203,278,3872,3845,27
2022,4,Riyadh Region,Manufacture of Food Products,medium,160,3733,1890,1843,12449,12380,69
2022,4,Qassim Region,Manufacture of Food Products,small,125,562,326,236,1962,1956,6
2022,4,Qassim Region,Manufacture of Food Products,large,11,935,618,317,3697,3567,130
2022,4,Qassim Region,Manufacture of Food Products,micro,402,93,55,38,853,851,2
2022,4,Qassim Region,Manufacture of Food Products,medium,50,1183,680,503,4287,4283,4
2022,4,Al Madinah Region,Manufacture of Food Products,small,130,379,196,183,1685,1676,9
2022,4,Al Madinah Region,Manufacture of Food Products,large,1,120,86,34,324,324,0
2022,4,Al Madinah Region,Manufacture of Food Products,micro,509,150,83,67,1065,1051,14
2022,4,Al Madinah Region,Manufacture of Food Products,medium,15,522,361,161,1289,1288,1
2022,4,Tabuk Region,Manufacture of Food Products,small,37,103,62,41,440,440,0
2022,4,Tabuk Region,Manufacture of Food Products,large,2,204,44,160,600,599,1
2022,4,Tabuk Region,Manufacture of Food Products,micro,218,44,15,29,417,417,0
2022,4,Tabuk Region,Manufacture of Food Products,medium,7,123,38,85,540,540,0
2022,4,Jazan Region,Manufacture of Food Products,small,54,143,81,62,630,624,6
2022,4,Jazan Region,Manufacture of Food Products,micro,303,51,34,17,651,648,3
2022,4,Jazan Region,Manufacture of Food Products,medium,6,167,89,78,574,573,1
2022,4,Hail Region,Manufacture of Food Products,small,34,115,44,71,425,424,1
2022,4,Hail Region,Manufacture of Food Products,large,1,67,31,36,200,199,1
2022,4,Hail Region,Manufacture of Food Products,micro,209,39,21,18,455,454,1
2022,4,Hail Region,Manufacture of Food Products,medium,9,216,73,143,710,706,4
2022,4,Aseer Region,Manufacture of Food Products,small,93,260,108,152,1126,1126,0
2022,4,Aseer Region,Manufacture of Food Products,large,4,325,185,140,1616,1616,0
2022,4,Aseer Region,Manufacture of Food Products,micro,534,110,60,50,990,989,1
2022,4,Aseer Region,Manufacture of Food Products,medium,16,377,225,152,1120,1119,1
2022,4,Makkah Region,Manufacture of Food Products,small,424,1298,617,681,5348,5302,46
2022,4,Makkah Region,Manufacture of Food Products,large,38,6387,3384,3003,16198,15849,349
2022,4,Makkah Region,Manufacture of Food Products,micro,1486,390,193,197,3167,3144,23
2022,4,Makkah Region,Manufacture of Food Products,medium,102,2509,1219,1290,8212,8153,59
2022,4,Najran Region,Manufacture of Food Products,small,22,42,18,24,233,233,0
2022,4,Najran Region,Manufacture of Food Products,micro,171,32,18,14,368,365,3
2022,4,Eastern Province,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,7,32,16,16,89,75,14
2022,4,Eastern Province,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,large,1,6,6,0,388,386,2
2022,4,Eastern Province,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,12,5,1,4,28,25,3
2022,4,Eastern Province,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,5,211,149,62,257,254,3
2022,4,Al Jawf Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,7,0,0,0,22,21,1
2022,4,Northern Borders Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,2,1,0,1,4,4,0
2022,4,Riyadh Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,28,185,82,103,357,350,7
2022,4,Riyadh Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,large,5,572,291,281,1462,1430,32
2022,4,Riyadh Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,205,41,20,21,594,591,3
2022,4,Riyadh Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,9,252,101,151,597,586,11
2022,4,Qassim Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,1,3,1,2,16,16,0
2022,4,Qassim Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,large,1,295,274,21,323,323,0
2022,4,Qassim Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,11,1,0,1,27,27,0
2022,4,Qassim Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,1,31,25,6,92,83,9
2022,4,Al Madinah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,1,10,7,3,29,29,0
2022,4,Al Madinah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,5,1,0,1,6,6,0
2022,4,Tabuk Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,2,0,0,0,5,5,0
2022,4,Jazan Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,6,0,0,0,13,11,2
2022,4,Hail Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,1,2,0,2,6,6,0
2022,4,Hail Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,7,3,2,1,17,17,0
2022,4,Hail Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,1,90,62,28,60,59,1
2022,4,Aseer Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,7,3,2,1,20,20,0
2022,4,Aseer Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,1,16,4,12,37,31,6
2022,4,Makkah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,12,88,58,30,121,115,6
2022,4,Makkah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,large,2,614,317,297,663,643,20
2022,4,Makkah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,23,14,10,4,40,39,1
2022,4,Makkah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,8,379,190,189,625,600,25
2022,4,Najran Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,1,2,0,2,18,18,0
2022,4,Najran Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,2,0,0,0,7,7,0
2022,4,Eastern Province,Manufacture of Leather and Leather Products,small,8,19,10,9,164,164,0
2022,4,Eastern Province,Manufacture of Leather and Leather Products,micro,15,1,1,0,34,34,0
2022,4,Eastern Province,Manufacture of Leather and Leather Products,medium,1,50,50,0,91,91,0
2022,4,Al Jawf Region,Manufacture of Leather and Leather Products,small,1,1,1,0,5,5,0
2022,4,Al Jawf Region,Manufacture of Leather and Leather Products,micro,1,0,0,0,2,2,0
2022,4,Northern Borders Region,Manufacture of Leather and Leather Products,small,1,0,0,0,9,9,0
2022,4,Northern Borders Region,Manufacture of Leather and Leather Products,micro,7,1,0,1,18,18,0
2022,4,Riyadh Region,Manufacture of Leather and Leather Products,small,42,42,23,19,441,438,3
2022,4,Riyadh Region,Manufacture of Leather and Leather Products,large,3,206,56,150,826,823,3
2022,4,Riyadh Region,Manufacture of Leather and Leather Products,micro,76,10,4,6,200,200,0
2022,4,Riyadh Region,Manufacture of Leather and Leather Products,medium,5,117,35,82,488,487,1
2022,4,Qassim Region,Manufacture of Leather and Leather Products,small,1,1,0,1,6,6,0
2022,4,Qassim Region,Manufacture of Leather and Leather Products,micro,8,1,0,1,17,17,0
2022,4,Al Madinah Region,Manufacture of Leather and Leather Products,small,2,1,0,1,18,18,0
2022,4,Al Madinah Region,Manufacture of Leather and Leather Products,micro,10,1,1,0,23,22,1
2022,4,Al Madinah Region,Manufacture of Leather and Leather Products,medium,1,11,4,7,49,49,0
2022,4,Tabuk Region,Manufacture of Leather and Leather Products,micro,1,0,0,0,1,1,0
2022,4,Jazan Region,Manufacture of Leather and Leather Products,small,2,0,0,0,12,12,0
2022,4,Jazan Region,Manufacture of Leather and Leather Products,micro,53,1,0,1,179,179,0
2022,4,Hail Region,Manufacture of Leather and Leather Products,small,3,0,0,0,20,20,0
2022,4,Hail Region,Manufacture of Leather and Leather Products,micro,6,1,0,1,18,18,0
2022,4,Aseer Region,Manufacture of Leather and Leather Products,small,1,0,0,0,8,8,0
2022,4,Aseer Region,Manufacture of Leather and Leather Products,micro,12,3,2,1,25,25,0
2022,4,Makkah Region,Manufacture of Leather and Leather Products,small,7,26,12,14,107,106,1
2022,4,Makkah Region,Manufacture of Leather and Leather Products,micro,31,4,1,3,81,81,0
2022,4,Makkah Region,Manufacture of Leather and Leather Products,medium,2,23,11,12,81,81,0
2022,4,Najran Region,Manufacture of Leather and Leather Products,micro,3,1,0,1,5,5,0
2022,4,Eastern Province,Manufacture of Wearing Apparel,small,238,519,195,324,2199,1968,231
2022,4,Eastern Province,Manufacture of Wearing Apparel,large,1,76,4,72,185,182,3
2022,4,Eastern Province,Manufacture of Wearing Apparel,micro,2308,393,152,241,4854,4561,293
2022,4,Eastern Province,Manufacture of Wearing Apparel,medium,11,317,89,228,731,728,3
2022,4,Al Bahah Region,Manufacture of Wearing Apparel,small,12,24,10,14,103,83,20
2022,4,Al Bahah Region,Manufacture of Wearing Apparel,micro,160,34,20,14,297,255,42
2022,4,Al Jawf Region,Manufacture of Wearing Apparel,small,13,11,6,5,88,75,13
2022,4,Al Jawf Region,Manufacture of Wearing Apparel,micro,292,29,11,18,605,566,39
2022,4,Northern Borders Region,Manufacture of Wearing Apparel,small,4,9,4,5,22,14,8
2022,4,Northern Borders Region,Manufacture of Wearing Apparel,micro,284,23,14,9,703,666,37
2022,4,Riyadh Region,Manufacture of Wearing Apparel,small,425,1014,315,699,4145,3737,408
2022,4,Riyadh Region,Manufacture of Wearing Apparel,large,6,930,129,801,1506,1469,37
2022,4,Riyadh Region,Manufacture of Wearing Apparel,micro,3874,693,247,446,8165,7495,670
2022,4,Riyadh Region,Manufacture of Wearing Apparel,medium,29,609,183,426,2095,1908,187
2022,4,Qassim Region,Manufacture of Wearing Apparel,small,32,56,27,29,238,194,44
2022,4,Qassim Region,Manufacture of Wearing Apparel,micro,829,93,44,49,1725,1602,123
2022,4,Qassim Region,Manufacture of Wearing Apparel,medium,4,108,73,35,270,269,1
2022,4,Al Madinah Region,Manufacture of Wearing Apparel,small,48,76,29,47,374,320,54
2022,4,Al Madinah Region,Manufacture of Wearing Apparel,micro,1067,134,56,78,2215,1970,245
2022,4,Al Madinah Region,Manufacture of Wearing Apparel,medium,3,79,36,43,235,229,6
2022,4,Tabuk Region,Manufacture of Wearing Apparel,small,26,44,18,26,223,208,15
2022,4,Tabuk Region,Manufacture of Wearing Apparel,micro,809,79,39,40,2115,2074,41
2022,4,Tabuk Region,Manufacture of Wearing Apparel,medium,1,0,0,0,90,90,0
2022,4,Jazan Region,Manufacture of Wearing Apparel,small,22,29,15,14,139,120,19
2022,4,Jazan Region,Manufacture of Wearing Apparel,micro,660,62,34,28,1391,1285,106
2022,4,Hail Region,Manufacture of Wearing Apparel,small,23,33,5,28,179,163,16
2022,4,Hail Region,Manufacture of Wearing Apparel,large,1,47,8,39,219,219,0
2022,4,Hail Region,Manufacture of Wearing Apparel,micro,425,58,20,38,877,800,77
2022,4,Aseer Region,Manufacture of Wearing Apparel,small,54,97,38,59,465,439,26
2022,4,Aseer Region,Manufacture of Wearing Apparel,micro,1052,141,72,69,2169,1966,203
2022,4,Aseer Region,Manufacture of Wearing Apparel,medium,2,43,26,17,131,131,0
2022,4,Makkah Region,Manufacture of Wearing Apparel,small,198,443,139,304,1883,1678,205
2022,4,Makkah Region,Manufacture of Wearing Apparel,large,2,218,51,167,600,600,0
2022,4,Makkah Region,Manufacture of Wearing Apparel,micro,2992,461,190,271,6219,5649,570
2022,4,Makkah Region,Manufacture of Wearing Apparel,medium,20,408,115,293,1116,1107,9
2022,4,Najran Region,Manufacture of Wearing Apparel,small,17,26,8,18,130,125,5
2022,4,Najran Region,Manufacture of Wearing Apparel,micro,420,30,7,23,941,877,64
2022,4,Najran Region,Manufacture of Wearing Apparel,medium,1,24,6,18,43,43,0
2022,4,Eastern Province,Manufacture of Electrical Equipment,small,57,322,229,93,900,896,4
2022,4,Eastern Province,Manufacture of Electrical Equipment,large,7,1884,1835,49,1624,1619,5
2022,4,Eastern Province,Manufacture of Electrical Equipment,micro,118,50,32,18,237,237,0
2022,4,Eastern Province,Manufacture of Electrical Equipment,medium,27,807,583,224,1849,1848,1
2022,4,Al Bahah Region,Manufacture of Electrical Equipment,micro,5,0,0,0,9,9,0
2022,4,Al Jawf Region,Manufacture of Electrical Equipment,small,1,2,1,1,5,5,0
2022,4,Al Jawf Region,Manufacture of Electrical Equipment,micro,12,1,1,0,19,19,0
2022,4,Northern Borders Region,Manufacture of Electrical Equipment,micro,16,0,0,0,34,34,0
2022,4,Riyadh Region,Manufacture of Electrical Equipment,small,97,353,168,185,1538,1532,6
2022,4,Riyadh Region,Manufacture of Electrical Equipment,large,10,985,851,134,2499,2494,5
2022,4,Riyadh Region,Manufacture of Electrical Equipment,micro,157,45,30,15,345,345,0
2022,4,Riyadh Region,Manufacture of Electrical Equipment,medium,57,1674,985,689,4632,4623,9
2022,4,Qassim Region,Manufacture of Electrical Equipment,small,13,32,17,15,193,193,0
2022,4,Qassim Region,Manufacture of Electrical Equipment,micro,29,5,5,0,65,65,0
2022,4,Qassim Region,Manufacture of Electrical Equipment,medium,2,26,20,6,134,134,0
2022,4,Al Madinah Region,Manufacture of Electrical Equipment,small,10,51,35,16,144,142,2
2022,4,Al Madinah Region,Manufacture of Electrical Equipment,large,1,108,100,8,298,298,0
2022,4,Al Madinah Region,Manufacture of Electrical Equipment,micro,41,6,4,2,80,80,0
2022,4,Al Madinah Region,Manufacture of Electrical Equipment,medium,2,64,38,26,242,242,0
2022,4,Tabuk Region,Manufacture of Electrical Equipment,small,1,1,0,1,7,7,0
2022,4,Tabuk Region,Manufacture of Electrical Equipment,micro,10,0,0,0,19,19,0
2022,4,Jazan Region,Manufacture of Electrical Equipment,small,1,0,0,0,6,6,0
2022,4,Jazan Region,Manufacture of Electrical Equipment,micro,26,1,1,0,66,66,0
2022,4,Hail Region,Manufacture of Electrical Equipment,small,1,3,2,1,4,4,0
2022,4,Hail Region,Manufacture of Electrical Equipment,micro,14,3,1,2,42,42,0
2022,4,Hail Region,Manufacture of Electrical Equipment,medium,1,34,11,23,90,90,0
2022,4,Aseer Region,Manufacture of Electrical Equipment,small,5,16,9,7,66,66,0
2022,4,Aseer Region,Manufacture of Electrical Equipment,micro,29,8,4,4,57,57,0
2022,4,Aseer Region,Manufacture of Electrical Equipment,medium,1,13,5,8,51,50,1
2022,4,Makkah Region,Manufacture of Electrical Equipment,small,44,182,107,75,734,732,2
2022,4,Makkah Region,Manufacture of Electrical Equipment,large,2,286,267,19,855,854,1
2022,4,Makkah Region,Manufacture of Electrical Equipment,micro,140,31,20,11,293,288,5
2022,4,Makkah Region,Manufacture of Electrical Equipment,medium,9,221,150,71,781,778,3
2022,4,Najran Region,Manufacture of Electrical Equipment,small,2,6,4,2,30,30,0
2022,4,Najran Region,Manufacture of Electrical Equipment,micro,7,2,0,2,12,12,0
2022,4,Eastern Province,Manufacture of Beverages,small,21,76,35,41,336,336,0
2022,4,Eastern Province,Manufacture of Beverages,large,4,580,386,194,1509,1508,1
2022,4,Eastern Province,Manufacture of Beverages,micro,37,14,6,8,71,70,1
2022,4,Eastern Province,Manufacture of Beverages,medium,6,145,54,91,475,472,3
2022,4,Al Bahah Region,Manufacture of Beverages,small,3,12,9,3,55,55,0
2022,4,Al Bahah Region,Manufacture of Beverages,micro,3,1,0,1,6,6,0
2022,4,Al Bahah Region,Manufacture of Beverages,medium,2,60,12,48,186,186,0
2022,4,Al Jawf Region,Manufacture of Beverages,small,2,4,0,4,14,14,0
2022,4,Al Jawf Region,Manufacture of Beverages,micro,6,2,1,1,10,10,0
2022,4,Al Jawf Region,Manufacture of Beverages,medium,1,16,9,7,51,51,0
2022,4,Northern Borders Region,Manufacture of Beverages,small,1,2,2,0,11,11,0
2022,4,Riyadh Region,Manufacture of Beverages,small,36,173,87,86,524,524,0
2022,4,Riyadh Region,Manufacture of Beverages,large,11,1890,1324,566,4412,4403,9
2022,4,Riyadh Region,Manufacture of Beverages,micro,75,33,9,24,149,148,1
2022,4,Riyadh Region,Manufacture of Beverages,medium,36,944,416,528,2943,2940,3
2022,4,Qassim Region,Manufacture of Beverages,small,6,14,4,10,109,109,0
2022,4,Qassim Region,Manufacture of Beverages,large,2,377,167,210,783,783,0
2022,4,Qassim Region,Manufacture of Beverages,micro,16,2,1,1,27,27,0
2022,4,Qassim Region,Manufacture of Beverages,medium,4,133,45,88,416,416,0
2022,4,Al Madinah Region,Manufacture of Beverages,small,11,52,26,26,218,217,1
2022,4,Al Madinah Region,Manufacture of Beverages,micro,19,8,5,3,34,34,0
2022,4,Al Madinah Region,Manufacture of Beverages,medium,6,181,74,107,562,562,0
2022,4,Tabuk Region,Manufacture of Beverages,small,4,21,14,7,69,69,0
2022,4,Tabuk Region,Manufacture of Beverages,micro,16,4,4,0,39,39,0
2022,4,Tabuk Region,Manufacture of Beverages,medium,2,70,40,30,149,149,0
2022,4,Jazan Region,Manufacture of Beverages,small,7,18,5,13,81,81,0
2022,4,Jazan Region,Manufacture of Beverages,large,2,125,76,49,402,402,0
2022,4,Jazan Region,Manufacture of Beverages,micro,24,4,2,2,53,53,0
2022,4,Jazan Region,Manufacture of Beverages,medium,4,128,87,41,401,401,0
2022,4,Hail Region,Manufacture of Beverages,small,5,22,14,8,68,68,0
2022,4,Hail Region,Manufacture of Beverages,large,1,108,44,64,226,224,2
2022,4,Hail Region,Manufacture of Beverages,micro,6,3,3,0,7,7,0
2022,4,Hail Region,Manufacture of Beverages,medium,1,13,3,10,44,43,1
2022,4,Aseer Region,Manufacture of Beverages,small,13,34,24,10,200,200,0
2022,4,Aseer Region,Manufacture of Beverages,large,1,126,116,10,312,312,0
2022,4,Aseer Region,Manufacture of Beverages,micro,21,3,1,2,45,45,0
2022,4,Aseer Region,Manufacture of Beverages,medium,2,55,33,22,122,122,0
2022,4,Makkah Region,Manufacture of Beverages,small,42,170,87,83,660,659,1
2022,4,Makkah Region,Manufacture of Beverages,large,7,1174,919,255,2368,2362,6
2022,4,Makkah Region,Manufacture of Beverages,micro,103,26,18,8,198,197,1
2022,4,Makkah Region,Manufacture of Beverages,medium,22,534,292,242,1621,1617,4
2022,4,Najran Region,Manufacture of Beverages,small,3,21,8,13,73,73,0
2022,4,Najran Region,Manufacture of Beverages,micro,5,1,0,1,12,12,0
2022,4,Najran Region,Manufacture of Beverages,medium,1,87,67,20,122,122,0
2022,4,Eastern Province,Manufacture of Basic Metals,small,106,527,350,177,1666,1665,1
2022,4,Eastern Province,Manufacture of Basic Metals,large,20,2773,2550,223,5045,5044,1
2022,4,Eastern Province,Manufacture of Basic Metals,micro,106,45,35,10,194,194,0
2022,4,Eastern Province,Manufacture of Basic Metals,medium,56,1741,1273,468,4623,4622,1
2022,4,Al Bahah Region,Manufacture of Basic Metals,micro,10,3,3,0,18,18,0
2022,4,Al Jawf Region,Manufacture of Basic Metals,small,2,0,0,0,12,12,0
2022,4,Al Jawf Region,Manufacture of Basic Metals,micro,15,4,4,0,35,35,0
2022,4,Northern Borders Region,Manufacture of Basic Metals,small,1,3,3,0,3,3,0
2022,4,Northern Borders Region,Manufacture of Basic Metals,micro,10,1,1,0,27,27,0
2022,4,Riyadh Region,Manufacture of Basic Metals,small,185,680,340,340,2722,2706,16
2022,4,Riyadh Region,Manufacture of Basic Metals,large,11,934,614,320,2842,2836,6
2022,4,Riyadh Region,Manufacture of Basic Metals,micro,351,87,45,42,786,783,3
2022,4,Riyadh Region,Manufacture of Basic Metals,medium,57,1307,765,542,4665,4641,24
2022,4,Qassim Region,Manufacture of Basic Metals,small,13,28,14,14,207,206,1
2022,4,Qassim Region,Manufacture of Basic Metals,micro,72,9,5,4,151,150,1
2022,4,Qassim Region,Manufacture of Basic Metals,medium,6,55,36,19,342,342,0
2022,4,Al Madinah Region,Manufacture of Basic Metals,small,14,49,20,29,160,159,1
2022,4,Al Madinah Region,Manufacture of Basic Metals,micro,47,6,3,3,113,113,0
2022,4,Al Madinah Region,Manufacture of Basic Metals,medium,3,227,196,31,312,312,0
2022,4,Tabuk Region,Manufacture of Basic Metals,small,3,3,2,1,27,27,0
2022,4,Tabuk Region,Manufacture of Basic Metals,micro,12,3,2,1,26,26,0
2022,4,Tabuk Region,Manufacture of Basic Metals,medium,2,62,23,39,192,192,0
2022,4,Jazan Region,Manufacture of Basic Metals,small,2,8,3,5,28,28,0
2022,4,Jazan Region,Manufacture of Basic Metals,large,1,150,150,0,115,115,0
2022,4,Jazan Region,Manufacture of Basic Metals,micro,36,6,3,3,79,79,0
2022,4,Jazan Region,Manufacture of Basic Metals,medium,2,105,91,14,249,249,0
2022,4,Hail Region,Manufacture of Basic Metals,small,3,3,2,1,21,21,0
2022,4,Hail Region,Manufacture of Basic Metals,micro,36,2,1,1,78,78,0
2022,4,Hail Region,Manufacture of Basic Metals,medium,2,27,10,17,97,97,0
2022,4,Aseer Region,Manufacture of Basic Metals,small,18,47,39,8,195,195,0
2022,4,Aseer Region,Manufacture of Basic Metals,micro,69,18,10,8,140,140,0
2022,4,Aseer Region,Manufacture of Basic Metals,medium,2,54,53,1,149,149,0
2022,4,Makkah Region,Manufacture of Basic Metals,small,93,393,214,179,1305,1301,4
2022,4,Makkah Region,Manufacture of Basic Metals,large,11,1233,839,394,2914,2911,3
